800
0 23 -1
0 54 -1
0 100 -1
0 106 -1
0 128 -1
0 139 -1
0 146 -1
0 162 -1
0 179 -1
0 188 -1
0 194 -1
0 201 -1
0 240 -1
0 246 -1
0 250 -1
0 267 -1
0 290 -1
0 296 -1
0 311 -1
0 328 -1
0 341 -1
0 360 -1
0 366 -1
0 369 -1
0 393 -1
0 418 -1
0 444 -1
0 463 -1
0 481 -1
0 540 -1
0 575 -1
0 576 -1
0 598 -1
0 625 -1
0 636 -1
0 685 -1
0 737 -1
0 761 -1
0 775 -1
0 792 -1
0 793 -1
1 37 -1
1 52 -1
1 62 -1
1 69 -1
1 79 -1
1 80 -1
1 93 -1
1 167 -1
1 183 -1
1 212 -1
1 235 -1
1 252 -1
1 282 -1
1 295 -1
1 297 -1
1 310 -1
1 318 -1
1 339 -1
1 363 -1
1 408 -1
1 433 -1
1 465 -1
1 469 -1
1 475 -1
1 500 -1
1 507 -1
1 509 -1
1 510 -1
1 554 -1
1 572 -1
1 576 -1
1 586 -1
1 595 -1
1 610 -1
1 649 -1
1 669 -1
1 684 -1
1 689 -1
1 721 -1
1 726 -1
1 752 -1
2 27 -1
2 44 -1
2 54 -1
2 90 -1
2 101 -1
2 106 -1
2 109 -1
2 110 -1
2 112 -1
2 120 -1
2 128 -1
2 144 -1
2 227 -1
2 238 -1
2 240 -1
2 279 -1
2 310 -1
2 314 -1
2 321 -1
2 352 -1
2 363 -1
2 379 -1
2 380 -1
2 401 -1
2 427 -1
2 433 -1
2 443 -1
2 448 -1
2 451 -1
2 494 -1
2 512 -1
2 522 -1
2 527 -1
2 561 -1
2 587 -1
2 603 -1
2 610 -1
2 630 -1
2 644 -1
2 665 -1
2 678 -1
2 696 -1
2 711 -1
2 726 -1
2 761 -1
2 777 -1
2 781 -1
3 13 -1
3 38 -1
3 40 -1
3 50 -1
3 54 -1
3 87 -1
3 89 -1
3 91 -1
3 98 -1
3 108 -1
3 124 -1
3 126 -1
3 130 -1
3 151 -1
3 165 -1
3 168 -1
3 187 -1
3 206 -1
3 209 -1
3 214 -1
3 221 -1
3 285 -1
3 296 -1
3 303 -1
3 320 -1
3 350 -1
3 357 -1
3 399 -1
3 402 -1
3 408 -1
3 415 -1
3 439 -1
3 456 -1
3 495 -1
3 534 -1
3 549 -1
3 561 -1
3 569 -1
3 573 -1
3 586 -1
3 603 -1
3 608 -1
3 619 -1
3 638 -1
3 693 -1
3 699 -1
3 718 -1
3 722 -1
3 735 -1
3 746 -1
3 768 -1
4 28 -1
4 29 -1
4 69 -1
4 70 -1
4 82 -1
4 96 -1
4 109 -1
4 120 -1
4 194 -1
4 202 -1
4 205 -1
4 214 -1
4 232 -1
4 235 -1
4 243 -1
4 259 -1
4 270 -1
4 275 -1
4 278 -1
4 280 -1
4 281 -1
4 282 -1
4 288 -1
4 295 -1
4 300 -1
4 301 -1
4 362 -1
4 364 -1
4 387 -1
4 390 -1
4 432 -1
4 438 -1
4 448 -1
4 450 -1
4 481 -1
4 495 -1
4 515 -1
4 532 -1
4 559 -1
4 612 -1
4 621 -1
4 633 -1
4 648 -1
4 663 -1
4 668 -1
4 672 -1
4 684 -1
4 688 -1
4 695 -1
4 705 -1
4 720 -1
4 726 -1
4 744 -1
4 763 -1
4 792 -1
5 27 -1
5 48 -1
5 88 -1
5 95 -1
5 101 -1
5 108 -1
5 135 -1
5 143 -1
5 149 -1
5 153 -1
5 155 -1
5 156 -1
5 207 -1
5 212 -1
5 222 -1
5 224 -1
5 226 -1
5 262 -1
5 280 -1
5 285 -1
5 310 -1
5 333 -1
5 347 -1
5 367 -1
5 401 -1
5 409 -1
5 410 -1
5 435 -1
5 437 -1
5 450 -1
5 452 -1
5 464 -1
5 487 -1
5 489 -1
5 499 -1
5 510 -1
5 547 -1
5 557 -1
5 590 -1
5 595 -1
5 611 -1
5 622 -1
5 638 -1
5 680 -1
5 681 -1
5 722 -1
5 726 -1
5 753 -1
5 763 -1
5 764 -1
5 770 -1
5 771 -1
5 779 -1
5 782 -1
6 11 -1
6 37 -1
6 39 -1
6 59 -1
6 76 -1
6 101 -1
6 112 -1
6 142 -1
6 166 -1
6 171 -1
6 183 -1
6 184 -1
6 220 -1
6 230 -1
6 253 -1
6 282 -1
6 288 -1
6 332 -1
6 337 -1
6 364 -1
6 411 -1
6 430 -1
6 447 -1
6 533 -1
6 535 -1
6 556 -1
6 557 -1
6 565 -1
6 590 -1
6 611 -1
6 643 -1
6 657 -1
6 668 -1
6 705 -1
6 715 -1
6 737 -1
6 749 -1
6 767 -1
6 773 -1
7 29 -1
7 39 -1
7 49 -1
7 60 -1
7 70 -1
7 74 -1
7 91 -1
7 128 -1
7 147 -1
7 166 -1
7 177 -1
7 180 -1
7 226 -1
7 241 -1
7 246 -1
7 256 -1
7 279 -1
7 285 -1
7 313 -1
7 314 -1
7 338 -1
7 343 -1
7 347 -1
7 349 -1
7 362 -1
7 383 -1
7 388 -1
7 411 -1
7 446 -1
7 449 -1
7 507 -1
7 529 -1
7 574 -1
7 581 -1
7 635 -1
7 643 -1
7 644 -1
7 684 -1
7 693 -1
7 775 -1
7 783 -1
7 799 -1
8 46 -1
8 50 -1
8 105 -1
8 108 -1
8 115 -1
8 137 -1
8 150 -1
8 155 -1
8 177 -1
8 178 -1
8 201 -1
8 205 -1
8 221 -1
8 226 -1
8 234 -1
8 241 -1
8 269 -1
8 282 -1
8 287 -1
8 314 -1
8 316 -1
8 362 -1
8 375 -1
8 402 -1
8 407 -1
8 414 -1
8 415 -1
8 422 -1
8 432 -1
8 467 -1
8 472 -1
8 502 -1
8 536 -1
8 543 -1
8 566 -1
8 574 -1
8 592 -1
8 601 -1
8 613 -1
8 629 -1
8 704 -1
8 729 -1
8 738 -1
8 739 -1
8 741 -1
8 745 -1
8 773 -1
8 774 -1
9 64 -1
9 73 -1
9 85 -1
9 92 -1
9 94 -1
9 104 -1
9 107 -1
9 123 -1
9 126 -1
9 130 -1
9 137 -1
9 144 -1
9 147 -1
9 170 -1
9 239 -1
9 248 -1
9 260 -1
9 271 -1
9 296 -1
9 319 -1
9 325 -1
9 329 -1
9 371 -1
9 373 -1
9 391 -1
9 416 -1
9 440 -1
9 442 -1
9 497 -1
9 502 -1
9 507 -1
9 539 -1
9 565 -1
9 572 -1
9 576 -1
9 606 -1
9 613 -1
9 615 -1
9 661 -1
9 691 -1
9 709 -1
9 716 -1
9 733 -1
9 735 -1
9 751 -1
9 752 -1
9 773 -1
9 776 -1
9 782 -1
9 786 -1
10 32 -1
10 44 -1
10 51 -1
10 69 -1
10 112 -1
10 124 -1
10 139 -1
10 149 -1
10 171 -1
10 183 -1
10 187 -1
10 211 -1
10 270 -1
10 311 -1
10 347 -1
10 354 -1
10 358 -1
10 366 -1
10 422 -1
10 426 -1
10 433 -1
10 467 -1
10 468 -1
