260
0 1 6
0 2 6
0 3 6
0 4 6
0 5 1
0 15 1
0 65 1
0 75 1
1 2 6
1 3 6
1 4 6
1 6 1
1 16 1
1 66 1
1 76 1
2 3 6
2 4 6
2 7 1
2 17 1
2 67 1
2 77 1
3 4 6
3 8 1
3 18 1
3 68 1
3 78 1
4 9 1
4 19 1
4 69 1
4 79 1
5 6 6
5 7 6
5 8 6
5 9 6
5 10 1
5 60 1
5 70 1
6 7 6
6 8 6
6 9 6
6 11 1
6 61 1
6 71 1
7 8 6
7 9 6
7 12 1
7 62 1
7 72 1
8 9 6
8 13 1
8 63 1
8 73 1
9 14 1
9 64 1
9 74 1
10 11 6
10 12 6
10 13 6
10 14 6
10 25 1
10 45 1
10 65 1
10 85 1
10 105 1
11 12 6
11 13 6
11 14 6
11 26 1
11 46 1
11 66 1
11 86 1
11 106 1
12 13 6
12 14 6
12 27 1
12 47 1
12 67 1
12 87 1
12 107 1
13 14 6
13 28 1
13 48 1
13 68 1
13 88 1
13 108 1
14 29 1
14 49 1
14 69 1
14 89 1
14 109 1
15 16 6
15 17 6
15 18 6
15 19 6
15 20 1
15 45 1
15 60 1
15 80 1
15 105 1
16 17 6
16 18 6
16 19 6
16 21 1
16 46 1
16 61 1
16 81 1
16 106 1
17 18 6
17 19 6
17 22 1
17 47 1
17 62 1
17 82 1
17 107 1
18 19 6
18 23 1
18 48 1
18 63 1
18 83 1
18 108 1
19 24 1
19 49 1
19 64 1
19 84 1
19 109 1
20 21 6
20 22 6
20 23 6
20 24 6
20 35 1
20 50 1
20 75 1
20 95 1
20 110 1
21 22 6
21 23 6
21 24 6
21 36 1
21 51 1
21 76 1
21 96 1
21 111 1
22 23 6
22 24 6
22 37 1
22 52 1
22 77 1
22 97 1
22 112 1
23 24 6
23 38 1
23 53 1
23 78 1
23 98 1
23 113 1
24 39 1
24 54 1
24 79 1
24 99 1
24 114 1
25 26 6
25 27 6
25 28 6
25 29 6
25 30 1
25 50 1
25 70 1
25 90 1
25 110 1
26 27 6
26 28 6
26 29 6
26 31 1
26 51 1
26 71 1
26 91 1
26 111 1
27 28 6
27 29 6
27 32 1
27 52 1
27 72 1
27 92 1
27 112 1
28 29 6
28 33 1
28 53 1
28 73 1
28 93 1
28 113 1
29 34 1
29 54 1
29 74 1
29 94 1
29 114 1
30 31 6
30 32 6
30 33 6
30 34 6
30 40 1
30 55 1
30 85 1
30 100 1
30 115 1
31 32 6
31 33 6
31 34 6
31 41 1
31 56 1
31 86 1
31 101 1
31 116 1
32 33 6
32 34 6
32 42 1
32 57 1
32 87 1
32 102 1
32 117 1
33 34 6
33 43 1
33 58 1
33 88 1
33 103 1
33 118 1
34 44 1
34 59 1
34 89 1
34 104 1
34 119 1
35 36 6
35 37 6
35 38 6
35 39 6
35 40 1
35 55 1
35 80 1
35 100 1
35 115 1
36 37 6
36 38 6
36 39 6
36 41 1
36 56 1
36 81 1
36 101 1
36 116 1
37 38 6
37 39 6
37 42 1
37 57 1
37 82 1
37 102 1
37 117 1
38 39 6
38 43 1
38 58 1
38 83 1
38 103 1
38 118 1
39 44 1
39 59 1
39 84 1
39 104 1
39 119 1
40 41 6
40 42 6
40 43 6
40 44 6
40 45 1
40 50 1
40 55 1
40 90 1
40 95 1
40 105 1
40 110 1
40 115 1
41 42 6
41 43 6
41 44 6
41 46 1
41 51 1
41 56 1
41 91 1
41 96 1
41 106 1
41 111 1
41 116 1
42 43 6
42 44 6
42 47 1
42 52 1
42 57 1
42 92 1
42 97 1
42 107 1
42 112 1
42 117 1
43 44 6
43 48 1
43 53 1
43 58 1
43 93 1
43 98 1
43 108 1
43 113 1
43 118 1
44 49 1
44 54 1
44 59 1
44 94 1
44 99 1
44 109 1
44 114 1
44 119 1
45 46 6
45 47 6
45 48 6
45 49 6
45 50 1
45 55 1
45 70 1
45 75 1
45 100 1
45 110 1
45 115 1
46 47 6
46 48 6
46 49 6
46 51 1
46 56 1
46 71 1
46 76 1
46 101 1
46 111 1
46 116 1
47 48 6
47 49 6
47 52 1
47 57 1
47 72 1
47 77 1
47 102 1
47 112 1
47 117 1
48 49 6
48 53 1
48 58 1
48 73 1
48 78 1
48 103 1
48 113 1
48 118 1
49 54 1
49 59 1
49 74 1
49 79 1
49 104 1
49 114 1
49 119 1
50 51 6
50 52 6
50 53 6
50 54 6
50 55 1
50 80 1
50 85 1
50 100 1
50 105 1
50 115 1
51 52 6
51 53 6
51 54 6
51 56 1
51 81 1
51 86 1
51 101 1
51 106 1
51 116 1
52 53 6
52 54 6
52 57 1
52 82 1
52 87 1
52 102 1
52 107 1
52 117 1
53 54 6
53 58 1
53 83 1
53 88 1
53 103 1
53 108 1
53 118 1
54 59 1
54 84 1
54 89 1
54 104 1
54 109 1
54 119 1
55 56 6
55 57 6
55 58 6
55 59 6
55 90 1
55 95 1
55 100 1
55 105 1
55 110 1
56 57 6
56 58 6
56 59 6
56 91 1
56 96 1
56 101 1
56 106 1
56 111 1
57 58 6
57 59 6
57 92 1
57 97 1
57 102 1
57 107 1
57 112 1
58 59 6
58 93 1
58 98 1
58 103 1
58 108 1
58 113 1
59 94 1
59 99 1
59 104 1
59 109 1
59 114 1
60 61 6
60 62 6
60 63 6
60 64 6
60 125 1
60 135 1
60 245 1
61 62 6
61 63 6
61 64 6
61 126 1
61 136 1
61 246 1
62 63 6
62 64 6
62 127 1
62 137 1
62 247 1
63 64 6
63 128 1
63 138 1
63 248 1
64 129 1
64 139 1
64 249 1
65 66 6
65 67 6
65 68 6
65 69 6
65 120 1
65 130 1
65 245 1
66 67 6
66 68 6
66 69 6
66 121 1
66 131 1
66 246 1
67 68 6
67 69 6
67 122 1
67 132 1
67 247 1
68 69 6
68 123 1
68 133 1
68 248 1
69 124 1
69 134 1
69 249 1
70 71 6
70 72 6
70 73 6
70 74 6
70 125 1
70 145 1
70 165 1
70 245 1
71 72 6
71 73 6
71 74 6
71 126 1
71 146 1
71 166 1
71 246 1
72 73 6
72 74 6
72 127 1
72 147 1
72 167 1
72 247 1
73 74 6
73 128 1
73 148 1
73 168 1
73 248 1
74 129 1
74 149 1
74 169 1
74 249 1
75 76 6
75 77 6
75 78 6
75 79 6
75 120 1
75 140 1
75 165 1
75 245 1
76 77 6
76 78 6
76 79 6
76 121 1
76 141 1
76 166 1
76 246 1
77 78 6
77 79 6
77 122 1
77 142 1
77 167 1
77 247 1
78 79 6
78 123 1
78 143 1
78 168 1
78 248 1
79 124 1
79 144 1
79 169 1
79 249 1
80 81 6
80 82 6
80 83 6
80 84 6
80 135 1
80 155 1
80 170 1
80 245 1
81 82 6
81 83 6
81 84 6
81 136 1
81 156 1
81 171 1
81 246 1
82 83 6
82 84 6
82 137 1
82 157 1
82 172 1
82 247 1
83 84 6
83 138 1
83 158 1
83 173 1
83 248 1
84 139 1
84 159 1
84 174 1
84 249 1
85 86 6
85 87 6
85 88 6
85 89 6
85 130 1
85 150 1
85 170 1
85 245 1
86 87 6
86 88 6
86 89 6
86 131 1
86 151 1
86 171 1
86 246 1
87 88 6
87 89 6
87 132 1
87 152 1
87 172 1
87 247 1
88 89 6
88 133 1
88 153 1
88 173 1
88 248 1
89 134 1
89 154 1
89 174 1
89 249 1
90 91 6
90 92 6
90 93 6
90 94 6
90 145 1
90 160 1
90 175 1
90 245 1
91 92 6
91 93 6
91 94 6
91 146 1
91 161 1
91 176 1
91 246 1
92 93 6
92 94 6
92 147 1
92 162 1
92 177 1
92 247 1
93 94 6
93 148 1
93 163 1
93 178 1
93 248 1
94 149 1
94 164 1
94 179 1
94 249 1
95 96 6
95 97 6
95 98 6
95 99 6
95 140 1
95 160 1
95 175 1
95 245 1
96 97 6
96 98 6
96 99 6
96 141 1
96 161 1
96 176 1
96 246 1
97 98 6
97 99 6
97 142 1
97 162 1
97 177 1
97 247 1
98 99 6
98 143 1
98 163 1
98 178 1
98 248 1
99 144 1
99 164 1
99 179 1
99 249 1
100 101 6
100 102 6
100 103 6
100 104 6
100 150 1
100 155 1
100 165 1
100 170 1
100 175 1
100 245 1
101 102 6
101 103 6
101 104 6
101 151 1
101 156 1
101 166 1
101 171 1
101 176 1
101 246 1
102 103 6
102 104 6
102 152 1
102 157 1
102 167 1
102 172 1
102 177 1
102 247 1
103 104 6
103 153 1
103 158 1
103 168 1
103 173 1
103 178 1
103 248 1
104 154 1
104 159 1
104 169 1
104 174 1
104 179 1
104 249 1
105 106 6
105 107 6
105 108 6
105 109 6
105 130 1
105 135 1
105 160 1
105 170 1
105 175 1
105 245 1
106 107 6
106 108 6
106 109 6
106 131 1
106 136 1
106 161 1
106 171 1
106 176 1
106 246 1
107 108 6
107 109 6
107 132 1
107 137 1
107 162 1
107 172 1
107 177 1
107 247 1
108 109 6
108 133 1
108 138 1
108 163 1
108 173 1
108 178 1
108 248 1
109 134 1
109 139 1
109 164 1
109 174 1
109 179 1
109 249 1
110 111 6
110 112 6
110 113 6
110 114 6
110 140 1
110 145 1
110 160 1
110 165 1
110 175 1
110 245 1
111 112 6
